CPC Model
All Time
Campaign,Start date,End date,Campaign type,Search keyword,Keyword max CPC,Currency,Keyword ID,Keyword/Placement,Day,Day of week,Week,Search keyword max. CPM,Cost,Avg. CPC
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-11-13,Wednesday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots for women,0.78,CAD,295990744011,tall boots for women,2019-11-13,Wednesday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,high boots for women,0.78,CAD,257113859,high boots for women,2019-11-14,Thursday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.00,CAD,296828120153,footwear online,2019-11-14,Thursday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall fall boots,0.00,CAD,300522300697,tall fall boots,2019-11-14,Thursday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-11-14,Thursday,"Week of Nov 11, 2019",0.00,0.72,0.72
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens ankle boots,0.00,CAD,694473903,mens ankle boots,2019-11-14,Thursday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots,0.00,CAD,11380721,winter boots,2019-11-14,Thursday,"Week of Nov 11, 2019",0.00,19.55,0.81
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall women,0.78,CAD,14499131,tall women,2019-11-14,Thursday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall leather boots,0.78,CAD,106759779,tall leather boots,2019-11-14,Thursday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots,0.78,CAD,106902359,long boots,2019-11-14,Thursday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens winter boots,0.00,CAD,109762897,womens winter boots,2019-11-14,Thursday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-11-14,Thursday,"Week of Nov 11, 2019",0.00,1.88,1.88
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens fall boots,0.00,CAD,508711929,womens fall boots,2019-11-14,Thursday,"Week of Nov 11, 2019",0.00,0.91,0.91
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots for women,0.00,CAD,3527279686,long boots for women,2019-11-14,Thursday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots on sale,0.78,CAD,295232613550,tall boots on sale,2019-11-14,Thursday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots sale,0.78,CAD,297595073702,winter boots sale,2019-11-14,Thursday,"Week of Nov 11, 2019",0.01,0.85,0.85
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2019-11-14,Thursday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots,0.78,CAD,12564166,tall boots,2019-11-15,Friday,"Week of Nov 11, 2019",0.01,0.35,0.35
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots,0.00,CAD,76102640,mens boots,2019-11-15,Friday,"Week of Nov 11, 2019",0.00,1.34,1.34
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens boots,0.00,CAD,92377050,womens boots,2019-11-15,Friday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies boots,0.00,CAD,92377070,ladies boots,2019-11-15,Friday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy boots online,0.00,CAD,281920994,buy boots online,2019-11-15,Friday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,booties for women,0.00,CAD,295101888182,booties for women,2019-11-15,Friday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots sale,0.00,CAD,298615523497,long boots sale,2019-11-15,Friday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-11-15,Friday,"Week of Nov 11, 2019",0.00,1.64,0.82
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens ankle boots,0.00,CAD,694473903,mens ankle boots,2019-11-15,Friday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.00,CAD,2641239074,winter ankle boots,2019-11-15,Friday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall leather boots,0.78,CAD,106759779,tall leather boots,2019-11-15,Friday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens fall boots,0.00,CAD,508711929,womens fall boots,2019-11-15,Friday,"Week of Nov 11, 2019",0.00,3.12,1.56
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.78,CAD,2641239074,winter ankle boots,2019-11-15,Friday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,warm winter boots,0.78,CAD,295743757900,warm winter boots,2019-11-15,Friday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots for women,0.78,CAD,295990744011,tall boots for women,2019-11-15,Friday,"Week of Nov 11, 2019",0.01,0.65,0.65
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots sale,0.78,CAD,297595073702,winter boots sale,2019-11-15,Friday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2019-11-15,Friday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,waterproof winter boots,0.00,CAD,302160065025,waterproof winter boots,2019-11-15,Friday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,stylish winter boots,0.78,CAD,307803166015,stylish winter boots,2019-11-15,Friday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots,0.78,CAD,12564166,tall boots,2019-11-16,Saturday,"Week of Nov 11, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.00,CAD,68100671,buy shoes online,2019-11-16,Saturday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots,0.00,CAD,76102640,mens boots,2019-11-16,Saturday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies tall boots,0.00,CAD,295552214809,ladies tall boots,2019-11-16,Saturday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.00,CAD,296828120153,footwear online,2019-11-16,Saturday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens tall black leather boots,0.00,CAD,297877482380,womens tall black leather boots,2019-11-16,Saturday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall fall boots,0.00,CAD,300522300697,tall fall boots,2019-11-16,Saturday,"Week of Nov 11, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.00,CAD,2641239074,winter ankle boots,2019-11-16,Saturday,"Week of Nov 11, 2019",0.00,0.00,0.00
