CPC Model
All Time
Campaign,Start date,End date,Campaign type,Search keyword,Keyword max CPC,Currency,Keyword ID,Keyword/Placement,Day,Day of week,Week,Search keyword max. CPM,Cost,Avg. CPC
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,winter shoes for women,0.49,CAD,1728855025,winter shoes for women,2019-11-27,Wednesday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,womens shoes sale,0.49,CAD,296451770589,womens shoes sale,2019-11-27,Wednesday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black shoes for women,0.49,CAD,297232874361,black shoes for women,2019-11-27,Wednesday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes and footwear,0.49,CAD,298175571275,shoes and footwear,2019-11-27,Wednesday,"Week of Nov 25, 2019",0.01,5.59,0.80
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,mens boots canada,0.49,CAD,300366825798,mens boots canada,2019-11-27,Wednesday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,winter boots sale canada,0.49,CAD,302524429810,winter boots sale canada,2019-11-27,Wednesday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker shoes toronto,0.49,CAD,307734689730,rieker shoes toronto,2019-11-27,Wednesday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.00,CAD,68100671,buy shoes online,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots,0.00,CAD,76102640,mens boots,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens boots,0.00,CAD,92377050,womens boots,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.00,CAD,94412584,boots online,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.94,0.94
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy boots online,0.00,CAD,281920994,buy boots online,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots on sale,0.78,CAD,294934754826,mens boots on sale,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies tall boots,0.00,CAD,295552214809,ladies tall boots,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,women footwear online,0.00,CAD,296222400189,women footwear online,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.00,CAD,296828120153,footwear online,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens tall black leather boots,0.00,CAD,297877482380,womens tall black leather boots,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall fall boots,0.00,CAD,300522300697,tall fall boots,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,1.54,1.54
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots sale,0.78,CAD,299213631534,mens winter boots sale,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,short winter boots,0.00,CAD,303700475189,short winter boots,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ankle boots canada,0.00,CAD,307047763601,ankle boots canada,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall women,0.78,CAD,14499131,tall women,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots,0.78,CAD,106902359,long boots,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens fall boots,0.00,CAD,508711929,womens fall boots,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,1.41,0.70
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.78,CAD,2641239074,winter ankle boots,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots for women,0.00,CAD,3527279686,long boots for women,2019-11-28,Thursday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots for women,0.78,CAD,295990744011,tall boots for women,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,stylish winter boots,0.78,CAD,307803166015,stylish winter boots,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes,0.49,CAD,10104310,shoes,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,13.15,0.29
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe shopping,0.49,CAD,10251176,shoe shopping,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,2.96,0.25
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker,0.49,CAD,10367501,rieker,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,3.42,0.18
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,buy shoes,0.49,CAD,10520666,buy shoes,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,womens sandals,0.49,CAD,10750086,womens sandals,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes online,0.49,CAD,10900201,shoes online,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,5.58,0.25
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker shoes,0.49,CAD,11006191,rieker shoes,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,3.86,0.24
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,leather shoes,0.49,CAD,11126760,leather shoes,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.32,0.32
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,trendy shoes,0.49,CAD,11658262,trendy shoes,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe stores,0.49,CAD,17112641,shoe stores,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,2.22,0.28
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes for women,0.49,CAD,17643093,shoes for women,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.32,0.32
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,fashion shoes,0.49,CAD,18524521,fashion shoes,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.24,0.24
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker boots,0.49,CAD,76273411,rieker boots,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,5.24,0.25
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes online shopping,0.49,CAD,88858794,shoes online shopping,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.32,0.32
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday sales,0.49,CAD,164708104,black friday sales,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.94,0.31
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,best buy black friday,0.49,CAD,169922984,best buy black friday,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,1.23,0.31
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday deals,0.49,CAD,268400399,black friday deals,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,1.23,0.31
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,womens shoes canada,0.49,CAD,1061139315,womens shoes canada,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,womens boots canada,0.49,CAD,1213846033,womens boots canada,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe sale canada,0.49,CAD,5738056410,shoe sale canada,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.30,0.30
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,winter boots sale womens,0.49,CAD,296063907022,winter boots sale womens,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,womens shoes sale,0.49,CAD,296451770589,womens shoes sale,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe boots womens,0.49,CAD,296932584629,shoe boots womens,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black shoes for women,0.49,CAD,297232874361,black shoes for women,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes and footwear,0.49,CAD,298175571275,shoes and footwear,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,1.58,0.32
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,boots women's boots,0.49,CAD,315837256783,boots women's boots,2019-11-28,Thursday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots,0.78,CAD,12564166,tall boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,2.13,2.13
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.00,CAD,68100671,buy shoes online,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,1.65,1.65
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies boots,0.00,CAD,92377070,ladies boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,high boots for women,0.78,CAD,257113859,high boots for women,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,11.28,1.88
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best boots for men,0.00,CAD,7723118150,best boots for men,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,1.22,1.22
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies tall boots,0.00,CAD,295552214809,ladies tall boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,1.15,1.15
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.00,CAD,296828120153,footwear online,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens tall black leather boots,0.00,CAD,297877482380,womens tall black leather boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall fall boots,0.00,CAD,300522300697,tall fall boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,0.80,0.80
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.00,CAD,2641239074,winter ankle boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots sale,0.78,CAD,299213631534,mens winter boots sale,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,warm boots for men,0.00,CAD,305013341932,warm boots for men,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ankle boots canada,0.00,CAD,307047763601,ankle boots canada,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots,0.78,CAD,106902359,long boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,1.36,1.36
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,3.55,3.55
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots for women,0.00,CAD,3527279686,long boots for women,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,warm winter boots,0.78,CAD,295743757900,warm winter boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots for women,0.78,CAD,295990744011,tall boots for women,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,3.69,1.84
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots sale,0.78,CAD,297595073702,winter boots sale,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,2.33,2.33
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens warm winter boots,0.00,CAD,303700509989,womens warm winter boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,stylish winter boots,0.78,CAD,307803166015,stylish winter boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes,0.49,CAD,10104310,shoes,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,31.70,0.42
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,buy shoes,0.49,CAD,10520666,buy shoes,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,buy boots,0.49,CAD,10530156,buy boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.73,0.36
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,ladies shoes,0.49,CAD,12942316,ladies shoes,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes canada,0.49,CAD,13413626,shoes canada,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,10.11,0.44
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe stores,0.49,CAD,17112641,shoe stores,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,2.58,0.43
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes for women,0.49,CAD,17643093,shoes for women,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker boots,0.49,CAD,76273411,rieker boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,8.75,0.21
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday sales,0.49,CAD,164708104,black friday sales,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,8.34,0.46
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday deals,0.49,CAD,268400399,black friday deals,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,9.00,0.47
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,womens boots canada,0.49,CAD,1213846033,womens boots canada,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,winter shoes for women,0.49,CAD,1728855025,winter shoes for women,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe sale canada,0.49,CAD,5738056410,shoe sale canada,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,1.04,0.35
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday shoe sale,0.49,CAD,295280313982,black friday shoe sale,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe boots womens,0.49,CAD,296932584629,shoe boots womens,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black shoes for women,0.49,CAD,297232874361,black shoes for women,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,boots women's boots,0.49,CAD,315837256783,boots women's boots,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday shoe deals,0.49,CAD,317570563182,black friday shoe deals,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,boot shoes for mens,0.49,CAD,489107925832,boot shoes for mens,2019-11-29,Friday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots,0.78,CAD,12564166,tall boots,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.83,0.83
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens boots,0.00,CAD,92377050,womens boots,2019-11-30,Saturday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies boots,0.00,CAD,92377070,ladies boots,2019-11-30,Saturday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,high boots for women,0.78,CAD,257113859,high boots for women,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,7.71,1.93
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots on sale,0.78,CAD,294934754826,mens boots on sale,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,women shoes online,0.00,CAD,297426961836,women shoes online,2019-11-30,Saturday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens tall black leather boots,0.00,CAD,297877482380,womens tall black leather boots,2019-11-30,Saturday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots sale,0.00,CAD,298615523497,long boots sale,2019-11-30,Saturday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,"mens leather boots""",0.00,CAD,831776985521,"mens leather boots""",2019-11-30,Saturday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-11-30,Saturday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.00,CAD,2641239074,winter ankle boots,2019-11-30,Saturday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots sale,0.78,CAD,299213631534,mens winter boots sale,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best mens winter boots,0.78,CAD,300244778071,best mens winter boots,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,warm boots for men,0.00,CAD,305013341932,warm boots for men,2019-11-30,Saturday,"Week of Nov 25, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots,0.00,CAD,11380721,winter boots,2019-11-30,Saturday,"Week of Nov 25, 2019",0.00,26.74,1.67
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall women,0.78,CAD,14499131,tall women,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall leather boots,0.78,CAD,106759779,tall leather boots,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots,0.78,CAD,106902359,long boots,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,5.08,2.54
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-11-30,Saturday,"Week of Nov 25, 2019",0.00,1.89,1.89
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots for women,0.00,CAD,3527279686,long boots for women,2019-11-30,Saturday,"Week of Nov 25, 2019",0.00,5.08,2.54
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots on sale,0.78,CAD,295232613550,tall boots on sale,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall black boots with heel,0.78,CAD,296081878686,tall black boots with heel,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes,0.49,CAD,10104310,shoes,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,24.46,0.48
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,buy shoes,0.49,CAD,10520666,buy shoes,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,2.52,0.50
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,womens sandals,0.49,CAD,10750086,womens sandals,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes online,0.49,CAD,10900201,shoes online,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,8.33,0.42
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker shoes,0.49,CAD,11006191,rieker shoes,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,5.71,0.27
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,ladies shoes,0.49,CAD,12942316,ladies shoes,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.55,0.55
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes canada,0.49,CAD,13413626,shoes canada,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,12.06,0.45
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,fashion shoes,0.49,CAD,18524521,fashion shoes,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe outlet,0.49,CAD,23033200,shoe outlet,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,womens boots sale,0.49,CAD,40225946,womens boots sale,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.48,0.48
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday,0.49,CAD,55695721,black friday,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,3.01,0.50
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker boots,0.49,CAD,76273411,rieker boots,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,7.95,0.27
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday sales,0.49,CAD,164708104,black friday sales,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,3.62,0.52
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,best buy black friday,0.49,CAD,169922984,best buy black friday,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,2.40,0.48
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday deals,0.49,CAD,268400399,black friday deals,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.94,0.47
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe sale canada,0.49,CAD,5738056410,shoe sale canada,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,3.32,0.47
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday shoe sale,0.49,CAD,295280313982,black friday shoe sale,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
